Адрес,Метро,Время до метро,Цена,Цена за квадрат,Общая площадь,Жилая площадь,Площадь кухни,Этаж,Год постройки,Тип жилья,Высота потолков,Санузел,Вид из окон,Ремонт,Мусоропровод,Количество лифтов,Тип дома,Тип перекрытий,Парковка,Отопление,Балкон/лоджия,Отделка,Этажность здания,Кол-во комнат
"Москва, ЦАО, р-н Хамовники, ул. Волхонка, 9С1",Кропоткинская,2,293280000.0,1200000.0,244.4,204.1,26.9,2,1850,Вторичка,4.5,2,На улицу,Дизайнерский,Да,0,Кирпичный,Железобетонные,Открытая,Центральное,1,Неизвестно,3,5
"Москва, ЦАО, р-н Тверской, Самотечная ул., 5",Цветной бульвар,6,33000000.0,600000.0,55.0,32.449999999999996,9.350000000000001,6,1892,Вторичка,3.2,1,Во двор,Дизайнерский,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,9,1
"Москва, ЦАО, р-н Тверской, 1-й Колобовский пер., 16С1",Трубная,5,50000000.0,500000.0,100.0,80.0,10.0,3,1917,Вторичка,2.87,2,На улицу и двор,Дизайнерский,Да,0,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,4,4
"Москва, ЦАО, р-н Якиманка, Софийская наб., 34С4",Новокузнецкая,11,240000000.0,1680672.0,142.8,51.0,48.6,6,2019,Вторичка,3.5,2,На улицу и двор,Дизайнерский,Да,2,Монолитный,Нет информации,Подземная,Нет информации,1,Неизвестно,8,3
"Москва, ЦАО, р-н Арбат, Гоголевский бул., 25С1",Кропоткинская,5,35000000.0,489510.0,71.5,38.1,9.1,1,1905,Вторичка,3.4,1,Во двор,Косметический,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2
"Москва, ЦАО, р-н Тверской, Глинищевский пер., 5/7",Пушкинская,6,55000000.0,696203.0,79.0,48.4,8.4,12,1938,Вторичка,3.2,1,На улицу и двор,Косметический,Нет,1,Кирпичный,Железобетонные,Наземная,Центральное,2,Неизвестно,13,3
"Москва, ЮАО, р-н Москворечье-Сабурово, Каширское ш., 38",Каширская,15,10400000.0,233184.0,44.6,32.2,5.2,8,1963,Вторичка,2.6,1,На улицу и двор,Без ремонта,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2
"Москва, ЦАО, р-н Арбат, пер. Романов, 3С1",Библиотека им. Ленина,4,169000000.0,1237189.0,136.6,80.594,6.5,4,1899,Вторичка,2.87,2,Во двор,Дизайнерский,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,4
"Москва, ЦАО, р-н Тверской, Петровский бул., 1С1",Чеховская,5,81765000.0,899505.0,90.9,53.631,15.453000000000003,3,2024,Вторичка,5.5,3,Во двор,Без ремонта,Да,0,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,3,3
"Москва, ЦАО, р-н Тверской, Петровский бул., 1С1",Чеховская,5,61684500.0,849649.0,72.6,42.833999999999996,12.342,2,2024,Вторичка,3.15,2,Во двор,Без ремонта,Да,0,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,3,2
"Москва, ЦАО, р-н Тверской, Петровский бул., 1С1",Чеховская,5,51066000.0,900635.0,56.7,33.453,9.639000000000001,3,2024,Вторичка,2.87,1,Во двор,Без ремонта,Да,0,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,3,2
"Москва, ЦАО, р-н Тверской, Петровский бул., 1С1",Чеховская,5,54538200.0,820123.0,66.5,39.235,11.305000000000001,2,2024,Вторичка,3.15,1,На улицу,Без ремонта,Да,0,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,3,2
"Москва, ЦАО, р-н Тверской, Петровский бул., 1С1",Чеховская,5,108800000.0,1000000.0,108.8,64.192,18.496000000000002,3,2024,Вторичка,5.5,2,На улицу,Без ремонта,Да,0,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,3,3
"Москва, ЦАО, р-н Хамовники, ул. Остоженка, 5",Кропоткинская,3,180000000.0,545455.0,330.0,272.0,25.0,7,1914,Вторичка,3.0,4,На улицу и двор,Евроремонт,Нет,1,Кирпичный,Деревянные,Наземная,Центральное,1,Неизвестно,7,5
"Москва, ЦАО, р-н Арбат, пер. Романов, 3С1",Библиотека им. Ленина,4,169000000.0,1228198.0,137.6,74.0,12.0,4,1899,Вторичка,3.8,2,На улицу и двор,Дизайнерский,Нет,1,Кирпичный,Железобетонные,Открытая,Центральное,1,Неизвестно,5,4
"Москва, ЮАО, р-н Царицыно, Севанская ул., 3",Царицыно,1,13000000.0,294118.0,44.2,27.9,6.0,6,1970,Вторичка,2.64,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2
"Москва, ЦАО, р-н Якиманка, ул. Серафимовича, 2",Боровицкая,10,80550000.0,671250.0,120.0,89.7,9.2,4,1933,Вторичка,3.4,2,На улицу и двор,Косметический,Да,2,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,4
"Москва, ЦАО, р-н Тверской, Воротниковский пер., 4",Тверская,6,129579060.0,740452.0,175.0,99.0,14.0,3,1914,Вторичка,3.4,3,На улицу и двор,Дизайнерский,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,7,4
"Москва, ЮАО, р-н Орехово-Борисово Северное, Каширское ш., 98К2",Домодедовская,3,11700000.0,258850.0,45.2,27.0,5.0,9,1973,Вторичка,2.87,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2
"Москва, ЦАО, р-н Тверской, Газетный пер., 13",Охотный ряд,6,200000000.0,1600000.0,125.0,80.0,20.0,3,1956,Вторичка,2.87,2,Во двор,Без ремонта,Да,2,Монолитный,Нет информации,Подземная,Нет информации,1,Неизвестно,4,3
"Москва, ЦАО, р-н Арбат, пер. Романов, 3С1",Библиотека им. Ленина,4,169000000.0,1242647.0,136.0,80.24,12.0,4,1899,Вторичка,4.0,2,Во двор,Дизайнерский,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,4
"Москва, ЦАО, р-н Тверской, пер. Брюсов, 19",Тверская,7,994555000.0,2173891.0,457.5,269.925,77.775,7,2007,Вторичка,3.2,4,Во двор,Дизайнерский,Да,2,Монолитный,Железобетонные,Подземная,Центральное,4,Неизвестно,8,5
"Москва, ЮАО, р-н Москворечье-Сабурово, Кантемировская ул., 22К2",Кантемировская,9,16250000.0,260417.0,62.4,39.0,8.4,14,1989,Вторичка,2.64,1,Во двор,Без ремонта,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,14,3
"Москва, ЦАО, р-н Хамовники, Коллекция Лужники жилой комплекс",Воробьёвы горы,12,98318000.0,965796.0,101.8,25.1,17.306,14,2024,Новостройка,3.25,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Многоуровневая,Центральное,1,Без отделки,17,2
"Москва, ЦАО, р-н Хамовники, Коллекция Лужники жилой комплекс",Воробьёвы горы,12,89778000.0,1042718.0,86.1,30.4,14.637,16,2024,Новостройка,3.25,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Многоуровневая,Центральное,1,Без отделки,17,2
"Москва, ЦАО, р-н Хамовники, Коллекция Лужники жилой комплекс",Воробьёвы горы,13,151725000.0,938892.0,161.6,47.3,27.472,14,2024,Новостройка,3.25,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Многоуровневая,Центральное,1,Без отделки,18,3
"Москва, ЦАО, р-н Хамовники, Коллекция Лужники жилой комплекс",Воробьёвы горы,13,138713000.0,991515.0,139.9,46.6,23.783,16,2024,Новостройка,3.25,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Многоуровневая,Центральное,1,Без отделки,18,3
"Москва, ЦАО, р-н Хамовники, Лужнецкая наб.",Воробьёвы горы,13,109275000.0,963624.0,113.4,43.1,19.278000000000002,2,2024,Новостройка,3.25,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Многоуровневая,Центральное,1,Без отделки,18,3
"Москва, ЮАО, р-н Орехово-Борисово Южное, Шипиловский проезд, 69",Зябликово,4,14500000.0,240464.0,60.3,39.1,8.0,3,1976,Вторичка,2.64,1,На улицу и двор,Евроремонт,Да,1,Панельный,Железобетонные,Открытая,Центральное,1,Неизвестно,9,3
"Москва, ЦАО, р-н Пресненский, Тверской бул., 19",Тверская,5,60000000.0,545455.0,110.0,65.0,24.0,2,1890,Вторичка,4.0,1,Во двор,Косметический,Да,1,Панельный,Деревянные,Наземная,Центральное,1,Неизвестно,7,4
"Москва, ЮАО, р-н Орехово-Борисово Северное, Каширское ш., 92К3",Домодедовская,10,8950000.0,273700.0,32.7,18.8,6.1,9,1973,Вторичка,2.87,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1
"Москва, ЦАО, р-н Мещанский, пер. Печатников, 12",Цветной бульвар,9,199352301.0,1171283.0,170.2,94.0,18.0,3,2010,Вторичка,3.4,4,На улицу и двор,Без ремонта,Да,2,Монолитный,Нет информации,Подземная,Центральное,2,Неизвестно,3,4
"Москва, ЗАО, р-н Раменки, ул. Косыгина, 19К1",Воробьёвы горы,8,248638750.0,2021453.0,123.0,98.0,20.91,2,2004,Вторичка,2.87,3,На улицу,Евроремонт,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,6,2
